,ID,NAME,r ankle_X,r ankle_Y,r knee_X,r knee_Y,r hip_X,r hip_Y,l hip_X,l hip_Y,l knee_X,l knee_Y,l ankle_X,l ankle_Y,pelvis_X,pelvis_Y,thorax_X,thorax_Y,upper neck_X,upper neck_Y,head top_X,head top_Y,r wrist_X,r wrist_Y,r elbow_X,r elbow_Y,r shoulder_X,r shoulder_Y,l shoulder_X,l shoulder_Y,l elbow_X,l elbow_Y,l wrist_X,l wrist_Y,Scale,Activity,Category,center_X,center_Y
2540,2541,066786791.jpg,159,425,160,394,193,376,202,380,222,433,269,434,198,378,181,334,180.8043,329.7926,179.1957,295.2074,143,322,159,326,174,329,188,338,214,359,230,385,1.0386760804023552,frisbee,sports,197.5,378.0
2543,2544,061146361.jpg,177,376,201,309,229,243,269,238,276,322,258,378,249,241,240,143,234.8686,130.6525,213.1314,78.3475,169,161,194,190,212,146,267,139,292,178,298,203,1.699261015853656,frisbee,sports,249.0,240.5
2545,2546,031754970.jpg,169,437,206,319,319,313,342,328,392,460,508,425,331,321,265,176,262.1664,155.4982,250.8336,73.5018,178,247,227,239,261,180,268,171,296,278,227,346,2.4832752565915843,frisbee,sports,330.5,320.5
2546,2547,084810924.jpg,342,465,340,324,262,206,289,211,239,361,157,391,276,209,324,86,328.6169,71.2557,350.3831,1.7443,237,99,249,119,292,54,355,118,325,201,381,213,2.185186490897287,frisbee,sports,275.5,208.5
2549,2550,073906698.jpg,537,434,530,348,463,299,488,292,471,372,415,362,476,296,517,217,516.5504,194.5219,515.4496,139.4781,553,331,491,295,486,222,548,211,556,244,613,274,1.6516464512721842,frisbee,sports,475.5,295.5
2550,2551,027746468.jpg,343,399,361,312,329,229,370,232,408,299,377,381,350,231,371,135,371.0,127.0,374.0,75.0,369,202,324,198,341,130,400,139,397,193,397,200,1.537686574045569,frisbee,sports,349.5,230.5
2553,2554,001028450.jpg,253,250,213,265,215,198,267,193,243,258,240,330,241,196,254,127,256.9726,115.1096,269.0274,66.8904,193,213,199,169,216,126,292,128,300,170,310,197,1.4910935584328704,frisbee,sports,241.0,195.5
2555,2556,070624616.jpg,327,702,320,551,274,413,290,413,261,541,198,679,282,413,330,230,343.9723,209.8935,398.0277,132.1065,88,290,187,253,275,217,384,242,436,298,488,355,2.8417459421982114,frisbee,sports,282.0,413.0
2556,2557,062268954.jpg,-1,-1,-1,-1,357,578,213,571,-1,-1,-1,-1,285,575,301,316,325.936,279.7834,402.064,169.2166,516,441,399,502,340,335,262,297,310,446,361,493,4.027211442176832,frisbee,sports,285.0,574.5
2558,2559,031187944.jpg,-1,-1,439,707,397,569,474,557,463,705,-1,-1,436,563,438,325,430.201,284.8908,410.799,185.1092,360,487,357,415,379,330,497,319,525,423,575,524,3.0495114362795883,frisbee,sports,435.5,563.0
2561,2562,026104853.jpg,-1,-1,443,410,396,338,333,330,374,426,-1,-1,365,334,421,197,428.7571,178.577,453.2429,120.423,577,281,500,280,459,201,382,192,358,271,365,307,1.8929595875242555,frisbee,sports,364.5,334.0
2562,2563,092863056.jpg,952,862,1005,708,1051,569,1140,569,1142,735,1210,867,1096,569,1068,386,1063.4956,353.8817,1049.5044,254.1183,1111,554,1080,492,1029,388,1106,383,1150,499,1077,554,3.022189934468051,frisbee,sports,1095.5,569.0
2564,2565,009236053.jpg,301,607,309,492,397,453,498,412,518,474,545,591,448,433,445,336,446.3689,346.3648,436.6311,272.6352,316,412,341,362,399,325,490,346,553,379,599,402,2.231096591364883,frisbee,sports,447.5,432.5
2565,2566,016279099.jpg,184,548,184,492,166,480,214,485,250,533,198,530,190,483,174,408,165.5855,391.3463,134.4145,329.6537,166,514,147,471,131,432,216,383,262,395,314,403,2.073605555548113,frisbee,sports,190.0,482.5
2567,2568,015047227.jpg,362,711,394,601,326,455,354,446,365,657,298,717,340,451,352,230,355.0,202.0,369.0,71.0,328,373,216,322,309,222,394,238,388,358,440,394,3.9733592840315866,frisbee,sports,340.0,450.5
2571,2572,024665862.jpg,1024,409,953,367,1023,308,1063,303,1080,412,1149,472,1043,306,1011,195,1006.4397,188.6933,968.5603,136.3067,1012,241,1054,233,1013,190,1008,199,1005,269,954,268,1.9394019696803444,frisbee,sports,1043.0,305.5
2726,2727,075728298.jpg,874,549,866,444,860,362,917,362,956,447,990,509,889,362,869,231,868.8545,217.179,868.1455,149.821,766,348,786,290,831,240,907,222,951,293,939,330,2.020851305762005,rollerblading,sports,888.5,362.0
2727,2728,089796465.jpg,889,535,858,455,897,381,938,381,917,452,953,537,918,381,902,274,900.5811,268.9748,879.4189,194.0252,810,408,828,347,858,283,946,264,998,309,991,370,2.3363972265006647,rollerblading,sports,917.5,381.0
2731,2732,086840952.jpg,979,850,943,749,959,590,1034,590,1020,747,1020,879,997,590,964,407,959.7561,400.0325,901.2439,303.9675,914,533,914,489,907,422,1020,391,1094,497,1087,564,3.374454622601999,"tennis, hitting balls, non-game play, moderate effort",sports,996.5,590.0
2732,2733,092646380.jpg,968,879,944,778,934,624,1064,619,1035,783,1033,927,999,622,999,390,993.4465,381.0165,936.5535,288.9835,1059,376,980,432,934,388,1064,391,1107,453,1098,381,3.2459500920377686,"tennis, hitting balls, non-game play, moderate effort",sports,999.0,621.5
2733,2734,041962738.jpg,939,929,947,792,894,648,985,655,1009,804,966,881,940,652,952,414,961.0548,408.5372,1063.9452,346.4628,980,410,920,429,901,383,1002,444,1019,504,1076,470,3.6049565878107335,"tennis, hitting balls, non-game play, moderate effort",sports,939.5,651.5
2734,2735,005062247.jpg,692,860,719,737,719,561,858,557,875,715,832,874,789,559,790,270,790.5871,283.2681,784.4129,143.7319,639,569,646,463,702,285,877,254,976,285,1017,280,4.190182812241011,"tennis, hitting balls, non-game play, moderate effort",sports,788.5,559.0
2735,2736,003939183.jpg,662,896,643,732,650,559,723,564,800,713,804,915,687,562,687,270,682.5688,286.7754,719.4312,147.2246,468,436,542,376,602,266,771,273,877,359,982,415,4.330121476356061,"tennis, hitting balls, non-game play, moderate effort",sports,686.5,561.5
2736,2737,057394987.jpg,623,801,668,682,648,546,569,546,583,697,585,824,609,546,620,330,628.6923,302.2586,658.3077,207.7414,589,271,700,305,675,337,565,323,486,373,513,292,2.9714481318037507,"tennis, hitting balls, non-game play, moderate effort",sports,608.5,546.0
2737,2738,039289511.jpg,-1,-1,-1,-1,679,642,838,638,-1,-1,-1,-1,759,640,763,286,764.345,258.8562,772.655,91.1438,553,516,586,475,646,317,880,255,1033,350,1186,439,5.037542257887273,"tennis, hitting balls, non-game play, moderate effort",sports,758.5,640.0
2738,2739,002865243.jpg,-1,-1,-1,-1,491,623,373,592,-1,-1,-1,-1,432,608,494,236,526.0758,191.3728,622.9242,56.6272,787,547,665,419,580,253,408,218,280,322,228,402,4.97819244304597,"tennis, hitting balls, non-game play, moderate effort",sports,432.0,607.5
2740,2741,001130254.jpg,649,575,681,457,654,336,696,331,716,452,710,559,675,334,658,172,667.0165,157.3291,707.9835,90.6709,566,78,598,141,646,164,670,180,630,239,582,302,2.3472196318197405,"tennis, hitting balls, non-game play, moderate effort",sports,675.0,333.5
2741,2742,078737196.jpg,618,628,647,514,689,397,764,392,818,519,785,599,727,395,729,240,728.7582,231.5365,726.2418,143.4635,597,341,624,327,669,251,788,229,868,290,913,336,2.643270701233606,"tennis, hitting balls, non-game play, moderate effort",sports,726.5,394.5
2742,2743,030643282.jpg,477,612,432,541,437,386,538,383,519,517,530,647,488,385,462,215,458.6271,203.195,433.3729,114.805,543,205,492,246,418,225,506,205,564,277,572,224,2.757807825066859,"tennis, hitting balls, non-game play, moderate effort",sports,487.5,384.5
2743,2744,004025800.jpg,362,650,415,495,436,370,478,378,518,501,510,626,457,374,443,209,450.6677,192.3115,486.3323,114.6885,513,378,482,315,468,211,417,206,378,288,351,355,2.562723551224361,"tennis, hitting balls, non-game play, moderate effort",sports,457.0,374.0
2744,2745,058835222.jpg,939,622,968,525,1000,428,1042,426,1092,532,1119,655,1021,427,1017,285,1018.3967,267.1919,1023.6033,200.8081,862,195,896,269,972,277,1061,293,1090,373,1130,444,1.9976305964817416,"tennis, hitting balls, non-game play, moderate effort",sports,1021.0,427.0
2746,2747,097380041.jpg,436,311,448,274,426,239,437,239,451,273,426,303,432,239,441,193,444.9923,186.8301,459.0077,165.1699,474,215,452,214,440,193,441,193,454,213,477,211,0.7739767438366608,"tennis, hitting balls, non-game play, moderate effort",sports,431.5,239.0
2747,2748,054419866.jpg,522,301,516,273,529,248,548,252,550,279,574,302,539,250,528,211,528.3053,207.9471,530.6947,184.0529,536,194,518,195,522,213,533,208,516,211,522,199,0.7203998889505744,"tennis, hitting balls, non-game play, moderate effort",sports,538.5,250.0
2749,2750,070943886.jpg,445,379,461,345,433,310,423,309,440,343,428,375,428,310,457,262,456.9501,260.3035,456.0499,229.6965,509,271,492,270,465,266,449,257,468,264,483,265,0.9186076420322228,"tennis, hitting balls, non-game play, moderate effort",sports,428.0,309.5
2750,2751,042612124.jpg,541,920,599,800,642,634,688,619,695,773,659,941,665,627,628,411,632.1146,378.2703,645.8854,268.7297,727,400,676,492,580,427,676,395,710,501,731,569,3.312086955380248,"tennis, hitting balls, non-game play, moderate effort",sports,665.0,626.5
2751,2752,083236354.jpg,501,966,575,852,614,691,698,674,739,831,703,994,656,683,630,460,635.6896,437.2416,662.3104,330.7584,426,670,496,571,566,472,693,448,773,456,823,484,3.2928139941393595,"tennis, hitting balls, non-game play, moderate effort",sports,656.0,682.5
2752,2753,080564881.jpg,475,929,659,773,694,538,778,520,800,745,717,1005,736,529,623,236,634.3234,195.4548,673.6766,54.5452,717,160,823,137,639,218,606,253,581,399,654,500,4.389048188388913,"tennis, hitting balls, non-game play, moderate effort",sports,736.0,529.0
2753,2754,022431856.jpg,665,805,703,686,727,562,836,526,840,659,838,797,782,544,736,309,735.3001,281.5285,732.6999,179.4715,791,420,760,389,687,327,785,291,816,400,847,484,3.06270468703726,"tennis, hitting balls, non-game play, moderate effort",sports,781.5,544.0
2754,2755,022607907.jpg,565,808,604,724,611,541,728,527,702,704,678,846,670,534,603,330,598.7791,318.4627,562.2209,218.5373,671,424,613,424,551,356,654,304,748,414,805,472,3.192090224288781,"tennis, hitting balls, non-game play, moderate effort",sports,669.5,534.0
2755,2756,081730531.jpg,-1,-1,801,984,866,662,981,649,1018,963,-1,-1,924,656,842,274,857.1666,233.2667,931.8334,32.7333,932,159,1093,203,932,265,752,283,677,476,702,655,6.419495307265205,"tennis, hitting balls, non-game play, moderate effort",sports,923.5,655.5
2756,2757,093039842.jpg,594,808,662,750,710,597,750,599,761,731,721,863,730,598,702,394,699.1762,370.247,687.8238,274.753,825,352,733,354,660,392,743,396,794,472,841,422,2.884995667241113,"tennis, hitting balls, non-game play, moderate effort",sports,730.0,598.0
2758,2759,045005864.jpg,538,1074,711,952,720,659,801,659,807,928,-1,-1,761,659,719,348,723.0,331.0,765.0,161.0,760,247,891,256,714,346,723,349,694,343,726,291,5.288828981920289,"tennis, hitting balls, non-game play, moderate effort",sports,760.5,659.0
2759,2760,033440118.jpg,279,305,332,253,332,178,334,178,373,236,386,309,333,178,343,91,344.7658,87.4685,367.2342,42.5315,329,117,350,121,366,99,319,83,306,121,317,119,1.5072305729383275,"tennis, hitting balls, non-game play, moderate effort",sports,333.0,178.0
2760,2761,039457232.jpg,174,342,175,287,207,246,226,245,252,297,253,333,217,246,216,178,214.7797,168.9353,210.2203,135.0647,157,156,161,187,191,178,240,177,256,205,268,231,1.0252804494381038,"tennis, hitting balls, non-game play, moderate effort",sports,216.5,245.5
2761,2762,052994059.jpg,346,326,359,270,313,224,303,223,344,281,320,312,308,224,332,178,333.0491,175.0141,343.9509,143.9859,361,197,333,198,322,177,342,178,351,186,367,185,0.9866306299725346,"tennis, hitting balls, non-game play, moderate effort",sports,308.0,223.5
2762,2763,016136736.jpg,328,407,332,348,336,293,367,293,376,334,380,407,352,293,354,214,355.9323,201.6334,362.0677,162.3666,355,264,318,255,328,215,380,213,381,246,389,248,1.1922952654439252,"tennis, hitting balls, non-game play, moderate effort",sports,351.5,293.0
2766,2767,015389990.jpg,399,657,397,565,428,447,484,444,482,567,469,674,456,446,442,243,445.2961,216.0818,456.7039,122.9182,391,394,370,323,376,248,508,237,527,325,540,400,2.8157840826313367,"tennis, hitting balls, non-game play, moderate effort",sports,456.0,445.5
2767,2768,014924947.jpg,-1,-1,439,615,428,492,441,478,423,612,414,706,435,485,430,259,440.8061,237.3878,489.1939,140.6122,378,485,364,387,393,261,466,257,428,337,473,361,3.2459500920377686,"tennis, hitting balls, non-game play, moderate effort",sports,434.5,485.0
2768,2769,026817437.jpg,230,360,333,279,447,263,519,285,358,306,237,391,483,274,436,127,435.517,120.1178,428.483,19.8822,265,190,338,161,407,125,465,128,366,187,292,215,3.0144611458766555,"rowing, stationary",conditioning exercise,483.0,274.0
2769,2770,036107473.jpg,209,370,335,283,459,271,510,297,360,314,219,397,485,284,413,127,413.0395,122.4956,413.9605,17.5044,234,190,308,163,385,123,440,130,355,182,261,218,3.1498571396176054,"rowing, stationary",conditioning exercise,484.5,284.0
2771,2772,067969722.jpg,209,375,310,269,438,271,492,295,337,293,207,405,465,283,426,123,428.8079,103.7661,443.1921,5.2339,255,183,333,150,404,115,448,130,360,170,277,206,2.987301123087527,"rowing, stationary",conditioning exercise,465.0,283.0
2772,2773,005668043.jpg,209,345,296,237,390,240,469,298,312,263,216,375,430,269,445,109,444.3369,95.2955,439.6631,-1.2955,280,171,346,152,413,104,477,114,388,173,301,201,2.9011225413622217,"rowing, stationary",conditioning exercise,429.5,269.0
2773,2774,003467270.jpg,209,381,325,319,437,275,497,301,339,341,208,408,467,288,549,149,547.3487,132.8676,537.6513,38.1324,467,193,541,211,518,142,579,155,603,254,526,223,2.856907418870972,"rowing, stationary",conditioning exercise,467.0,288.0
2775,2776,069716369.jpg,203,414,317,300,441,293,462,304,327,322,206,439,452,299,520,147,512.9861,137.7114,453.0139,58.2886,452,223,500,221,501,142,539,151,592,263,496,244,2.9856617356961253,"rowing, stationary",conditioning exercise,451.5,298.5
2776,2777,029728720.jpg,-1,-1,394,603,582,544,662,581,435,630,-1,-1,622,563,754,369,758.2164,346.2316,779.7836,229.7684,580,417,629,470,685,372,822,366,863,521,763,421,3.553297060477775,"rowing, stationary",conditioning exercise,622.0,562.5
2777,2778,022999375.jpg,429,386,314,324,182,294,229,257,328,299,433,362,206,276,153,158,154.5246,148.3763,167.4754,66.6237,187,224,118,257,131,158,175,157,170,208,211,201,2.483159278016616,"rowing, stationary",conditioning exercise,205.5,275.5
2778,2779,041130397.jpg,418,384,335,289,215,320,247,284,339,271,423,367,231,302,210,152,211.4759,143.8825,226.5241,61.1175,340,225,276,212,191,157,229,147,279,191,343,211,2.5236544929922555,"rowing, stationary",conditioning exercise,231.0,302.0
2779,2780,024053159.jpg,429,403,328,322,211,321,249,282,336,296,422,375,230,302,201,158,207.5256,144.4161,243.4744,69.5839,259,249,178,264,177,161,224,155,222,239,266,239,2.490571018862943,"rowing, stationary",conditioning exercise,230.0,301.5
2780,2781,067238384.jpg,414,372,330,302,206,281,235,267,337,282,423,350,221,274,190,133,204.4212,119.38,265.5788,61.62,277,216,208,249,186,140,194,126,235,228,277,212,2.5236544929922555,"rowing, stationary",conditioning exercise,220.5,274.0
2781,2782,082606468.jpg,394,376,281,311,152,288,200,249,297,290,404,350,176,269,129,143,129.9432,136.3976,142.0568,51.6024,139,211,63,244,114,144,143,142,149,185,174,194,2.569681692350241,"rowing, stationary",conditioning exercise,176.0,268.5
2782,2783,067309213.jpg,398,389,295,330,176,295,215,266,299,298,392,359,196,281,157,140,159.228,134.4919,190.772,56.5081,301,201,224,205,147,145,166,135,230,183,266,223,2.5236544929922555,"rowing, stationary",conditioning exercise,195.5,280.5
2783,2784,082435045.jpg,424,395,301,342,177,306,201,292,305,319,415,370,189,299,160,160,165.56,140.937,189.44,59.063,301,238,223,216,151,166,169,154,228,197,292,217,2.5585620961782416,"rowing, stationary",conditioning exercise,189.0,299.0
2784,2785,039699216.jpg,420,386,328,291,210,305,227,284,333,273,415,357,219,295,267,149,270.6345,140.8012,306.3655,60.1988,363,245,292,244,253,149,280,148,296,212,349,212,2.645013421516042,"rowing, stationary",conditioning exercise,218.5,294.5
2785,2786,015631697.jpg,423,400,324,318,186,315,205,299,321,303,414,377,196,307,166,158,174.8843,144.0586,222.1157,69.9414,216,233,148,268,157,163,174,153,187,229,235,220,2.63661601299848,"rowing, stationary",conditioning exercise,195.5,307.0
2786,2787,073795095.jpg,421,371,446,248,335,308,315,298,433,246,415,348,325,303,365,144,369.6701,140.3003,437.3299,86.6997,535,245,459,215,378,158,351,130,449,188,492,216,2.589554401822831,"rowing, stationary",conditioning exercise,325.0,303.0
2787,2788,036047451.jpg,572,712,504,586,421,475,572,460,640,576,718,710,497,468,472,237,472.3946,191.4196,473.6054,51.5804,355,347,269,382,370,232,574,242,677,368,633,343,4.195334551618024,"rowing, stationary",conditioning exercise,496.5,467.5
2788,2789,067127083.jpg,431,414,492,393,542,563,565,400,638,391,640,546,554,482,516,219,522.4721,191.8172,549.5279,78.1828,500,339,462,310,448,222,583,216,646,302,675,350,3.504328751701244,"rowing, stationary",conditioning exercise,553.5,481.5
2789,2790,027064394.jpg,481,704,429,503,363,549,528,555,636,475,628,710,446,552,492,301,492.4891,298.8528,532.5109,123.1472,468,483,404,410,377,293,607,309,683,408,723,485,5.406183126754032,"rowing, stationary",conditioning exercise,445.5,552.0
2790,2791,008122963.jpg,503,686,444,551,375,485,508,485,567,562,617,679,442,485,431,270,430.5317,241.2789,428.4683,114.7211,395,371,355,347,364,270,497,270,554,336,600,367,3.797236890161056,"rowing, stationary",conditioning exercise,441.5,485.0
2791,2792,099258180.jpg,509,607,458,436,387,453,512,451,579,439,604,609,450,452,466,251,468.4479,218.8271,477.5521,99.1729,436,344,404,329,393,251,538,251,585,318,628,350,3.6,"rowing, stationary",conditioning exercise,449.5,452.0
2792,2793,015620151.jpg,543,677,485,501,444,454,509,456,596,505,659,665,477,455,482,236,482.0,204.0522,482.0,69.9478,418,361,353,339,406,230,557,242,616,337,648,373,4.02313310741765,"rowing, stationary",conditioning exercise,476.5,455.0
2794,2795,097727993.jpg,549,535,437,472,301,448,368,410,456,452,573,519,335,429,272,300,277.2047,289.3644,312.7953,216.6356,270,365,195,386,234,302,310,298,327,338,338,355,2.429103538344959,"rowing, stationary",conditioning exercise,334.5,429.0
2796,2797,065942296.jpg,679,559,503,478,322,404,348,396,533,467,718,548,335,400,230,238,237.8164,206.9041,268.1836,86.0959,258,319,157,367,194,242,265,234,252,358,337,308,3.736993443933237,"rowing, stationary",conditioning exercise,335.0,400.0
2798,2799,086610155.jpg,240,426,155,366,89,325,141,312,208,368,294,409,115,319,91,200,89.2634,187.4099,80.7366,125.5901,32,194,2,242,53,204,128,196,180,230,161,190,1.8721538398326136,"rowing, stationary",conditioning exercise,115.0,318.5
2799,2800,028943952.jpg,244,404,161,350,118,297,141,291,203,341,296,386,130,294,98,195,95.8736,170.5464,90.1264,104.4536,87,289,54,269,57,202,138,187,167,254,191,276,1.9902643040561223,"rowing, stationary",conditioning exercise,129.5,294.0
2800,2801,046768121.jpg,247,422,191,271,143,307,172,300,235,268,295,400,158,304,153,197,153.5895,173.2234,155.4105,99.7766,190,281,152,255,113,202,192,191,243,239,293,266,2.2040834829924205,"rowing, stationary",conditioning exercise,157.5,303.5
2802,2803,041119048.jpg,231,382,157,332,74,293,142,277,196,322,282,367,108,285,74,187,75.6468,159.2398,79.3532,96.7602,26,219,6,263,31,189,116,185,121,244,149,218,1.8776836794305904,"rowing, stationary",conditioning exercise,108.0,285.0
